0.4304,0.2055,1
0.0898,-0.1527,1
0.2918,-0.1248,1
0.7835,0.9273,1
-0.2331,0.5835,1
0.0578,0.1361,1
0.8512,-0.8579,1
-0.8257,-0.9596,0
0.6652,0.5563,1
0.7400,0.9572,1
0.5983,-0.0770,1
0.5611,-0.7635,0
0.2798,-0.7133,0
0.8893,0.0437,1
-0.1707,-0.4709,1
0.5485,-0.0877,1
0.1369,-0.9624,0
0.2353,0.2242,1
0.2339,0.8875,0
0.3636,-0.2810,1
-0.1259,0.3953,1
-0.8795,0.3335,0
0.3413,-0.5792,1
-0.7421,-0.3691,0
-0.2726,0.1404,1
-0.1228,0.9767,1
-0.7959,-0.5822,0
-0.6774,0.3062,0
-0.4934,-0.0674,0
-0.5111,-0.6821,0
-0.7792,0.3127,0
-0.7236,-0.6068,0
-0.2625,0.6420,1
-0.8058,0.6759,0
-0.8078,0.9529,1
-0.0627,0.9535,1
0.2097,0.4785,1
-0.9216,-0.4344,0
-0.7596,-0.4077,0
-0.7625,-0.3640,0
-0.1715,-0.8717,0
0.3849,0.1332,1
-0.4692,0.0465,0
-0.8121,0.1519,0
0.8586,-0.3629,1
0.3348,-0.7364,0
0.4327,-0.4212,1
-0.6336,0.1730,0
-0.9598,0.6579,0
-0.9906,0.3556,0
-0.4600,0.4704,1
0.9244,-0.5025,1
0.1523,0.1841,0
0.1445,-0.5538,1
0.9055,-0.1057,1
0.6928,0.3990,1
-0.4051,0.6276,1
-0.2070,0.7622,0
0.1625,0.7635,1
0.3851,0.4505,1
0.0026,0.9122,1
0.2880,-0.1523,1
0.2128,-0.9616,0
-0.3969,0.3203,1
-0.4198,0.2360,1
-0.1425,-0.7291,0
-0.4034,0.1399,1
0.1817,0.1487,1
0.3064,0.3042,1
-0.1372,0.7931,1
-0.2649,-0.1283,0
0.7838,0.6124,1
0.4078,-0.7995,0
0.8390,0.4285,1
0.9977,-0.7011,1
0.7363,-0.6750,1
0.2311,-0.7524,0
0.6960,0.6146,1
0.1382,-0.1856,1
-0.8617,0.3949,0
-0.0929,0.4441,1
0.7328,0.9510,1
0.7116,-0.9766,0
-0.2800,0.4600,1
-0.6567,0.0421,0
-0.8913,-0.6000,0
-0.9630,0.5874,0
-0.5522,-0.3093,0
0.8562,0.4088,1
-0.9363,-0.6706,0
0.2430,0.1545,1
-0.5242,0.8684,1
0.2279,0.0713,1
0.1798,0.4602,1
-0.3761,-0.2036,0
-0.5803,-0.6276,0
0.8887,0.4791,1
-0.0191,-0.5452,0
-0.4913,-0.8839,0
-0.1312,-0.3764,0
0.3927,-0.2445,1
-0.6408,-0.9506,0
-0.8655,0.3588,0
-0.0926,0.0732,1
0.7933,0.9807,1
-0.5662,0.3262,0
-0.4734,-0.9587,0
0.5168,-0.3600,1
-0.2331,0.1766,1
0.6621,0.2580,1
0.7453,-0.4529,1
0.5961,-0.6287,1
0.9056,0.3750,1
-0.5690,0.8947,1
0.4617,-0.4921,1
-0.5734,0.0364,1
-0.9487,-0.5851,0
-0.1506,-0.2517,0
-0.0728,-0.4447,0
0.1736,0.7277,1
-0.7649,0.0348,0
-0.7359,0.4337,0
-0.2079,0.1308,1
-0.6334,-0.7103,0
-0.0239,-0.2888,0
0.8809,0.5307,1
0.4973,0.8074,1
-0.8332,0.1044,0
0.1690,0.9239,1
-0.4157,-0.5183,0
-0.7994,-0.9671,0
0.8591,0.3398,1
0.5703,-0.4365,0
0.1728,-0.8721,0
-0.0287,0.9550,1
0.7530,-0.3237,1
0.9231,-0.5366,1
0.8986,0.8828,1
0.5984,0.2609,0
0.7486,-0.4140,1
0.6979,0.2358,1
-0.9735,-0.3055,0
-0.7037,0.9637,1
-0.0433,-0.0052,1
0.2789,-0.2628,1
-0.7262,0.6442,0
-0.6203,0.0226,0
-0.5514,-0.8043,0
0.7244,0.9458,1
0.9217,0.8131,1
0.5481,-0.3337,1
-0.8378,-0.1855,1
-0.5355,-0.7350,1
-0.8931,0.4512,0
-0.9771,0.5412,0
-0.7061,-0.8410,1
-0.8208,0.3441,0
-0.5093,-0.1589,0
0.1147,0.7211,1
0.4541,-0.4593,1
-0.7370,-0.8893,0
-0.3968,-0.4758,0
-0.0877,0.3666,1
0.3913,-0.4330,1
-0.2401,-0.6377,0
0.5771,-0.8863,0
0.3940,0.5574,1
0.5548,-0.4812,0
-0.2524,0.1752,1
-0.4544,-0.2583,0
-0.6059,-0.0803,0
-0.9108,0.5996,0
-0.8461,0.0377,0
-0.3864,0.1551,1
0.9189,0.2911,1
-0.9293,-0.1392,0
0.0200,0.0724,1
0.3628,-0.4448,1
-0.7423,-0.2146,0
0.9128,-0.6257,0
0.8080,0.0876,1
-0.0862,0.7641,1
-0.0828,0.4483,1
-0.2019,0.8081,1
0.3801,0.3992,1
-0.3446,0.5136,1
0.2721,-0.5200,1
-0.6789,0.5928,0
0.9183,-0.0837,1
0.1820,0.7154,1
-0.0856,0.9037,1
0.1515,0.6415,1
0.8177,0.6310,1
-0.6812,0.2578,0
-0.2031,-0.8746,0
-0.1519,-0.4826,0
0.6981,-0.9334,0
0.9180,-0.2893,1
-0.2866,-0.9673,0
-0.6295,-0.1975,0
0.8586,-0.8008,1
0.8906,0.7390,1
-0.0917,-0.3466,0
-0.5345,0.2289,0
-0.9339,-0.9688,0
-0.1424,-0.8639,1
-0.4961,-0.5577,0
-0.4936,-0.7379,0
-0.9759,-0.7690,0
0.2370,0.9485,1
0.9807,-0.1819,1
-0.6741,0.2775,0
-0.0194,0.9788,1
-0.8694,0.5665,0
-0.4232,-0.5172,0
0.3250,-0.5079,1
0.3317,0.0346,1
-0.1518,0.1094,1
-0.4259,0.4131,1
-0.1703,-0.2789,0
0.6573,0.8499,1
-0.9080,-0.5347,0
-0.3030,0.6299,1
0.9710,0.9379,1
0.8099,-0.4069,1
0.9840,-0.5012,1
-0.7882,0.9019,1
-0.5332,0.3795,1
-0.8833,0.4614,1
0.7634,-0.4551,1
-0.2419,-0.2514,0
0.4976,-0.5244,1
-0.6563,-0.1014,0
-0.3911,0.6784,1
-0.5245,0.0048,0
0.8852,0.2680,0
0.7346,0.8804,1
0.5015,0.3992,1
0.9359,0.9888,1
-0.0964,-0.8583,0
-0.4144,-0.6953,0
-0.1650,-0.7374,0
0.2082,-0.2344,0
0.7908,0.9356,1
0.0938,-0.4504,0
0.1845,0.7935,1
-0.1865,0.1042,1
-0.4567,-0.0891,0
-0.1966,-0.5032,0
0.0117,-0.3792,0
-0.2539,0.0499,1
0.5012,-0.3330,1
0.8483,0.7246,1
-0.9026,-0.4927,1
-0.1077,-0.7907,0
-0.3030,0.4802,1
0.3610,0.2448,1
0.4211,-0.5902,0
-0.3166,0.3525,1
0.7585,0.0874,1
-0.4346,-0.9395,1
0.4207,-0.9842,0
-0.2546,0.0611,1
0.8442,-0.8210,1
-0.1881,-0.9514,0
-0.3148,0.2445,1
-0.4419,-0.5805,0
-0.7686,0.1543,0
0.3905,0.3439,1
