3.4483,-0.4005
4.4937,-1.1234
3.7873,-0.4369
3.4236,-0.2619
2.6619,0.5182
4.0583,-0.8159
2.7494,0.3468
5.6032,-0.7904
6.0549,-0.2555
2.4092,0.5925
4.9746,-0.8800
3.3231,-0.0664
3.5691,-0.2680
5.8157,-0.3654
0.4463,0.3718
0.5474,0.4089
0.1270,0.2034
5.2315,-0.8326
4.8893,-1.1612
5.4664,-0.6934
6.1488,-0.0525
5.0213,-0.9468
2.8996,0.2212
4.9042,-1.0624
0.7431,0.5320
4.0207,-0.6902
0.9007,0.7529
5.9355,-0.3640
3.2789,0.0364
2.6054,0.5793
1.6623,1.0329
4.8647,-0.9742
2.8661,0.4240
3.5716,-0.2449
0.1181,0.2107
3.8807,-0.6154
3.8459,-0.8570
3.8763,-0.6580
5.9297,-0.3591
4.2840,-0.9002
2.2589,0.8668
2.7460,0.1114
4.3833,-1.0033
0.3784,0.3964
4.1894,-0.9130
4.2137,-1.0199
1.3219,1.0561
0.8101,0.7520
1.9819,0.8196
2.2853,0.7869
3.5827,-0.3447
2.7558,0.3768
6.2101,0.0071
0.6412,0.6060
1.3124,0.9273
1.0135,0.7328
4.1036,-0.8289
1.5915,1.0192
2.9299,0.2977
1.5358,0.9879
0.9988,0.8866
0.6935,0.5428
4.1238,-0.9100
0.8682,0.7521
1.2352,0.8387
2.3168,0.8165
5.1585,-0.8558
0.6101,0.6009
5.2650,-0.8173
0.6038,0.7699
6.1353,-0.1943
2.9446,-0.0244
6.1372,-0.1256
3.8004,-0.6172
4.6449,-1.0495
0.2462,0.1459
1.7769,0.9349
0.7552,0.7036
1.8607,0.9080
0.7460,0.9199
1.9979,0.8141
2.6029,0.4337
0.4031,0.1634
4.3509,-0.9102
3.5601,-0.6080
1.6675,0.9414
3.2877,-0.1731
0.5902,0.4856
3.6188,-0.2854
5.8389,-0.3303
2.0016,1.0405
4.1935,-0.9566
0.8281,0.8495
4.5008,-0.9281
1.8184,1.0466
1.1510,1.0161
3.6852,-0.6081
0.1263,0.0836
5.2084,-0.7932
0.0295,-0.2361
4.2588,-0.7476
1.6965,1.0474
4.6194,-1.0002
6.0456,-0.2133
1.5630,0.8970
3.6201,-0.4955
3.7199,-0.4366
3.5956,-0.3087
1.4017,1.2554
5.9863,-0.2999
2.8094,0.2603
5.3181,-0.8735
4.3950,-1.0518
1.8689,0.9481
5.1132,-0.8825
2.4913,0.6020
5.5361,-0.5698
3.6522,-0.5122
5.5401,-0.7113
4.3513,-0.9936
4.5569,-1.1512
3.1499,-0.1651
6.0073,-0.3904
4.0463,-0.6561
2.6632,0.5499
3.8101,-0.4823
0.1206,-0.0129
1.8949,0.7511
4.1480,-0.9109
1.8226,0.9860
3.8831,-0.6255
2.6940,0.5376
0.8512,0.7805
1.8742,1.1286
3.5812,-0.4478
3.7126,-0.6318
3.6086,-0.6183
4.1042,-0.9096
4.0973,-0.7925
2.7107,0.3288
5.6332,-0.5115
2.3095,0.8806
2.7386,0.1552
5.6041,-0.5417
5.0655,-1.1623
4.4227,-0.9182
0.6297,0.7114
5.7773,-0.4781
4.4877,-1.1028
6.2759,-0.0658
0.9390,0.7808
5.4546,-0.7552
1.0210,0.8323
3.8677,-0.6749
0.7780,0.7232
5.3282,-0.9372
5.0725,-0.9600
3.5758,-0.2688
2.5584,0.5122
0.4346,0.3767
4.3821,-0.8381
2.8497,0.0319
4.5368,-0.8665
5.4436,-0.8075
6.1294,-0.1368
5.3772,-0.7774
0.0736,0.1678
2.2618,0.7438
4.5867,-1.0599
1.0784,1.0110
3.2738,-0.3682
0.3414,0.3369
1.2566,0.8163
0.1164,0.0400
4.9869,-0.7614
1.4070,0.9821
2.1699,0.8453
5.8313,-0.6148
4.4260,-1.0322
0.2000,0.2184
1.0348,0.8952
3.9049,-0.6296
3.6268,-0.4656
1.4947,1.0498
5.8698,-0.3563
3.8577,-0.8394
3.3655,-0.2183
3.7065,-0.4586
4.5875,-0.9332
1.9600,0.8888
2.5021,0.5162
1.3185,0.8565
1.1699,0.9076
5.9337,-0.2291
4.6467,-1.1930
3.0816,-0.0061
1.4289,0.8760
1.5982,1.0781
0.3646,0.3012
2.7295,0.3534
1.9591,0.9039
4.3753,-0.8992
2.3735,0.6555
1.1285,0.5991
0.1551,0.2088
0.4225,0.4540
4.2688,-0.9252
2.8507,0.1784
3.3714,-0.1926
5.6340,-0.5667
6.2225,-0.1077
1.3628,0.9568
4.1662,-0.9475
1.6545,0.9786
0.1298,-0.0257
4.7650,-0.9569
2.0107,0.8103
2.4094,0.6923
3.6965,-0.6675
5.2216,-0.9321
3.9520,-0.7356
5.4830,-0.8835
1.7187,1.0006
5.0143,-0.9927
1.1664,0.7451
5.9866,-0.4226
4.3196,-0.8633
1.3541,1.0662
5.9525,-0.3379
4.5921,-0.9523
1.5956,1.0221
1.3403,1.0065
3.2560,0.0145
0.1612,0.0098
1.3036,1.0322
2.6684,0.4175
2.3510,0.6884
2.9127,0.1966
1.7444,0.9475
3.6869,-0.6413
5.4278,-0.7365
0.7385,0.8403
3.2508,-0.1146
0.8298,0.7377
4.5042,-1.0471
2.4885,0.5959
3.5526,-0.3530
1.1516,0.8764
0.9101,0.7442
3.0665,0.1153
2.2344,0.6960
5.9089,-0.3404
4.8087,-0.9133
4.7040,-0.8640
5.6782,-0.5778
0.5242,0.6372
3.4695,-0.2186
3.6724,-0.6058
6.0440,-0.3587
1.8356,0.9346
1.5132,1.1012
0.6302,0.5820
0.1032,0.0430
5.8404,-0.2732
4.2092,-0.8474
4.9333,-1.2078
1.7702,1.0119
3.6845,-0.4646
0.4018,0.4137
3.0513,0.1352
6.1418,-0.1477
5.5072,-0.8322
2.1247,0.8134
6.0417,-0.3337
1.4558,0.9001
5.9647,-0.4394
5.9149,-0.3148
5.0215,-0.9428
3.9612,-0.7757
5.4933,-0.7752
1.8411,0.9613
5.3341,-0.7050
3.8822,-0.8752
0.0832,0.1208
2.1817,0.7645
0.9308,0.6136
6.1690,-0.3085
3.0057,0.0442
3.1252,0.0383
4.0179,-0.7291
2.3159,0.6411
0.8602,0.8597
5.1655,-0.7568
1.1928,0.9690
3.2127,-0.1302
1.4094,1.0994
0.6148,0.6523
5.4173,-0.6749
6.1130,-0.2350
6.0371,-0.5271
5.6961,-0.3423
4.8635,-1.1497
2.0932,0.8630
0.5096,0.7259
2.5588,0.5834
1.4592,1.0887
0.8324,0.5893
0.3357,0.1517
4.5590,-1.0415
0.0718,0.1808
4.8417,-1.0263
0.9233,0.7181
0.4997,0.4989
0.5630,0.6419
4.2226,-1.0269
1.5417,0.8785
2.6423,0.3999
3.5021,-0.2432
5.4070,-0.7448
4.5682,-0.7764
1.6985,1.0855
0.8261,0.7318
0.3479,0.4675
1.8950,0.9691
1.6469,0.9266
2.8660,0.3401
4.2932,-0.9830
4.3707,-0.9712
1.7814,1.1107
2.3872,0.6748
1.1382,0.8276
4.9546,-1.0172
0.3572,0.4518
4.3794,-1.0003
4.8927,-1.0225
4.8846,-1.0362
1.6300,1.0166
2.3487,0.6738
3.6920,-0.6832
1.7142,0.9010
2.3301,0.6320
1.2381,1.0695
2.8894,0.3308
0.2803,0.3354
5.0253,-1.0020
0.4835,0.3833
3.2599,-0.1688
1.9277,0.8318
3.6288,-0.2184
6.0283,-0.4767
4.0562,-0.7359
0.2222,0.0919
2.7043,0.4131
3.2045,-0.1617
3.3689,-0.3431
4.2813,-1.0225
1.7442,1.1605
0.8097,0.7108
2.4673,0.5478
6.0093,-0.2149
1.1758,0.9240
5.6799,-0.4953
3.4168,-0.4542
2.8709,0.2978
5.5420,-0.5979
2.8815,0.0910
4.5501,-0.9420
2.5072,0.7623
5.6803,-0.5685
4.3356,-0.8477
4.3959,-0.8833
2.0591,0.8124
4.7550,-0.9951
3.9965,-0.9112
1.5081,0.9529
1.0087,0.8727
5.0039,-0.8855
6.0266,-0.2513
2.8786,0.3320
3.7133,-0.6513
5.3892,-0.7897
2.8728,0.2675
5.9808,-0.1128
3.6176,-0.4796
5.1570,-0.9527
5.7104,-0.5398
5.1241,-1.0084
1.0016,0.8616
3.9515,-0.7607
2.5034,0.4166
0.3940,0.3781
2.6643,0.4276
1.6254,0.8353
5.3347,-0.8193
0.2093,0.3567
6.0255,-0.2027
2.2328,0.8499
2.2413,0.6494
0.1026,0.1501
1.1638,0.9332
2.5212,0.6343
5.8389,-0.3875
0.6259,0.4498
5.9395,-0.3411
5.4632,-0.8070
2.8536,0.2790
2.0527,0.7964
1.4624,1.1254
3.8608,-0.7447
0.2078,0.1164
0.0981,0.1054
2.6942,0.3249
0.4277,0.3723
1.5830,0.9169
1.3896,1.1247
1.5908,1.0784
0.8234,0.7277
0.0756,0.0364
0.7256,0.7577
3.8860,-0.6370
6.1214,-0.1112
6.2225,-0.0632
2.5702,0.3720
1.0239,0.8429
4.0135,-0.8188
3.0807,0.1254
6.2166,0.0347
0.4103,0.3331
4.9212,-0.9314
1.8121,1.1446
1.5169,0.9318
4.1626,-0.6845
1.5461,0.9144
4.1837,-0.8612
3.2503,-0.1097
2.6646,0.4602
3.4852,-0.4207
1.8036,0.9139
4.4395,-1.0298
2.6066,0.5425
2.2654,0.8013
5.2066,-0.6577
5.8117,-0.3171
0.2891,0.2341
1.4616,1.0265
2.1898,0.9142
5.1206,-0.9148
6.1920,-0.0980
6.0882,-0.1886
5.6860,-0.4756
1.8633,0.8727
6.2330,-0.0827
1.5672,1.0470
0.6654,0.6485
5.9750,-0.2794
1.4666,0.9576
4.3339,-0.8320
0.3667,0.5719
4.5912,-0.9520
5.5400,-0.6959
1.7118,1.0657
2.3817,0.6349
2.3518,0.6353
4.7048,-0.9967
1.4942,0.7388
1.0798,0.7665
2.8230,0.2785
1.9130,0.8067
5.2728,-0.9503
1.4938,0.9534
3.1566,-0.1793
5.9224,-0.3936
3.9835,-0.7995
5.4493,-0.7380
5.9075,-0.2515
4.7172,-0.9827
4.3956,-0.9481
6.0819,-0.1900
6.2480,-0.0124
2.8389,0.1964
0.4453,0.4192
1.8397,0.9949
0.9573,0.6805
2.6231,0.5821
0.8249,0.8426
3.7958,-0.6717
2.4053,0.6474
5.6259,-0.6988
6.0808,-0.1310
3.4362,-0.3965
1.7268,0.9656
3.7211,-0.6335
5.6345,-0.5990
2.5556,0.3736
3.4688,-0.1888
1.7068,0.8943
2.8616,0.2823
2.5240,0.5578
1.5608,0.9237
3.1785,-0.1256
