-1.0000,-0.9412,1.0000,-0.8901,1.0000,1.0000,0.3333,1.0000,-1.0000,0.7143,1.0000,-0.3333,-1.0000,1.0000,-1.0000,-1.0000,-1.0000,1.0000,-1.0000,-1.0000,1.0000,-1.0000,-1.0000,1.0000,0
-0.3333,0.2941,0.0000,-0.3626,-1.0000,0.0000,-0.3333,-0.3333,-1.0000,-0.8929,1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,1.0000,-1.0000,-1.0000,1.0000,-1.0000,-1.0000,1.0000,1
1.0000,-0.7647,1.0000,-0.7912,-1.0000,0.5000,0.3333,0.3333,-1.0000,0.0714,1.0000,-1.0000,1.0000,-1.0000,-1.0000,-1.0000,-1.0000,1.0000,-1.0000,-1.0000,1.0000,-1.0000,1.0000,-1.0000,0
-1.0000,0.1176,0.0000,-0.1538,-1.0000,0.5000,0.3333,1.0000,-0.3333,-0.0714,1.0000,-1.0000,1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,1.0000,0
-1.0000,-0.4118,0.5000,-0.4835,-1.0000,0.0000,0.3333,1.0000,1.0000,0.2143,1.0000,-0.3333,1.0000,-1.0000,-1.0000,1.0000,-1.0000,1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,1.0000,1
1.0000,-0.0588,0.0000,-0.0220,1.0000,0.0000,0.3333,1.0000,1.0000,-0.4286,1.0000,-1.0000,1.0000,1.0000,-1.0000,-1.0000,-1.0000,1.0000,-1.0000,-1.0000,-1.0000,-1.0000,1.0000,-1.0000,0
1.0000,-0.4118,0.0000,-0.7143,0.0000,1.0000,0.3333,1.0000,-0.3333,0.2143,1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,1.0000,-1.0000,-1.0000,1.0000,-1.0000,-1.0000,1.0000,0
-0.3333,-0.0588,0.0000,-0.2637,-1.0000,0.0000,0.3333,-0.3333,0.3333,-0.4286,1.0000,-1.0000,-1.0000,1.0000,-1.0000,-1.0000,1.0000,1.0000,-1.0000,1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0
1.0000,-0.7647,0.0000,-0.6813,0.5000,0.5000,-1.0000,1.0000,-1.0000,0.5000,1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,1.0000,-1.0000,-1.0000,1.0000,-1.0000,1.0000,-1.0000,0
-0.3333,-0.2353,1.0000,-0.4505,-1.0000,-1.0000,1.0000,-0.3333,0.3333,-0.6786,1.0000,-0.3333,-1.0000,-1.0000,-1.0000,1.0000,-1.0000,1.0000,-1.0000,-1.0000,1.0000,-1.0000,-1.0000,-1.0000,1
-0.3333,-0.7647,0.0000,-0.8791,-1.0000,-0.5000,-0.3333,-1.0000,0.3333,-0.7857,1.0000,-1.0000,-1.0000,-1.0000,-1.0000,1.0000,-1.0000,1.0000,-1.0000,1.0000,-1.0000,-1.0000,-1.0000,1.0000,1
-1.0000,0.2941,0.0000,-0.5495,-1.0000,-0.5000,-0.3333,1.0000,-0.3333,-0.8214,1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,1.0000,-1.0000,1.0000,-1.0000,-1.0000,-1.0000,1.0000,1
-0.3333,-0.7647,0.0000,-0.8462,-1.0000,0.0000,-0.3333,-1.0000,0.3333,-0.8929,1.0000,-1.0000,-1.0000,1.0000,-1.0000,-1.0000,-1.0000,1.0000,-1.0000,-1.0000,1.0000,-1.0000,-1.0000,1.0000,0
