1.7641,0.4002,0
0.9787,2.2409,0
1.8676,-0.9773,1
0.9501,-0.1514,1
-0.1032,0.4106,1
0.1440,1.4543,0
0.7610,0.1217,0
0.4439,0.3337,0
1.4941,-0.2052,1
0.3131,-0.8541,1
-2.5530,0.6536,1
0.8644,-0.7422,1
2.2698,-1.4544,1
0.0458,-0.1872,1
1.5328,1.4694,0
0.1549,0.3782,0
-0.8878,-1.9808,0
-0.3479,0.1563,1
1.2303,1.2024,0
-0.3873,-0.3023,0
-1.0486,-1.4200,0
-1.7063,1.9508,1
-0.5097,-0.4381,0
-1.2528,0.7775,1
-1.6139,-0.2127,0
-0.8955,0.3869,1
-0.5108,-1.1806,0
-0.0282,0.4283,1
0.0665,0.3025,0
-0.6343,-0.3627,0
-0.6725,-0.3596,0
-0.8131,-1.7263,0
0.1774,-0.4018,1
-1.6302,0.4628,1
-0.9073,0.0519,1
0.7291,0.1290,0
1.1394,-1.2348,1
0.4023,-0.6848,1
-0.8708,-0.5788,0
-0.3116,0.0562,1
-1.1651,0.9008,1
0.4657,-1.5362,1
1.4883,1.8959,0
1.1788,-0.1799,1
-1.0708,1.0545,1
-0.4032,1.2224,1
0.2083,0.9766,0
0.3564,0.7066,0
0.0105,1.7859,0
0.1269,0.4020,0
1.8832,-1.3478,1
-1.2705,0.9694,1
-1.1731,1.9436,1
-0.4136,-0.7475,0
1.9229,1.4805,0
1.8676,0.9060,0
-0.8612,1.9101,1
-0.2680,0.8025,1
0.9473,-0.1550,1
0.6141,0.9222,0
0.3764,-1.0994,1
0.2982,1.3264,0
-0.6946,-0.1496,0
-0.4352,1.8493,1
0.6723,0.4075,0
-0.7699,0.5392,1
-0.6743,0.0318,1
-0.6358,0.6764,1
0.5766,-0.2083,1
0.3960,-1.0931,1
-1.4913,0.4394,1
0.1667,0.6350,0
2.3831,0.9445,0
-0.9128,1.1170,1
-1.3159,-0.4616,0
-0.0682,1.7133,1
-0.7448,-0.8264,0
-0.0985,-0.6635,0
1.1266,-1.0799,1
-1.1475,-0.4378,0
-0.4980,1.9295,1
0.9494,0.0876,0
-1.2254,0.8444,1
-1.0002,-1.5448,0
1.1880,0.3169,0
0.9209,0.3187,0
0.8568,-0.6510,1
-1.0342,0.6816,1
-0.8034,-0.6895,0
-0.4555,0.0175,1
-0.3540,-1.3750,0
-0.6436,-2.2234,0
0.6252,-1.6021,1
-1.1044,0.0522,1
-0.7396,1.5430,1
-1.2929,0.2671,1
-0.0393,-1.1681,0
0.5233,-0.1715,1
0.7718,0.8235,0
2.1632,1.3365,0
-0.3692,-0.2394,0
1.0997,0.6553,0
0.6401,-1.6170,1
-0.0243,-0.7380,0
0.2799,-0.0982,1
0.9102,0.3172,0
0.7863,-0.4664,1
-0.9444,-0.4100,0
-0.0170,0.3792,1
2.2593,-0.0423,1
-0.9559,-0.3460,0
-0.4636,0.4815,1
-1.5408,0.0633,1
0.1565,0.2322,0
-0.5973,-0.2379,0
-1.4241,-0.4933,0
-0.5429,0.4161,1
-1.1562,0.7812,1
1.4945,-2.0700,1
0.4263,0.6769,0
-0.6374,-0.3973,0
-0.1329,-0.2978,0
-0.3090,-1.6760,0
1.1523,1.0796,0
-0.8134,-1.4664,0
0.5211,-0.5758,1
0.1420,-0.3193,1
0.6915,0.6947,0
-0.7256,-1.3834,0
-1.5829,0.6104,1
-1.1889,-0.5068,0
-0.5963,-0.0526,0
-1.9363,0.1888,1
0.5239,0.0884,0
-0.3109,0.0974,1
0.3990,-2.7726,1
1.9559,0.3901,0
-0.6524,-0.3910,0
0.4937,-0.1161,1
-2.0307,2.0645,1
-0.1105,1.0202,1
-0.6920,1.5364,1
0.2863,0.6088,0
-1.0453,1.2111,1
0.6898,1.3018,0
-0.6281,-0.4810,0
2.3039,-1.0600,1
-0.1359,1.1369,1
0.0977,0.5830,0
-0.3994,0.3701,1
-1.3065,1.6581,1
-0.1182,-0.6802,0
0.6664,-0.4607,1
-1.3343,-1.3467,0
0.6938,-0.1596,1
-0.1337,1.0777,1
-1.1268,-0.7307,0
-0.3849,0.0944,1
-0.0422,-0.2869,0
-0.0616,-0.1073,0
-0.7196,-0.8130,0
0.2745,-0.8909,1
-1.1574,-0.3123,0
-0.1577,2.2567,1
-0.7047,0.9433,1
0.7472,-1.1889,1
0.7733,-1.1839,1
-2.6592,0.6063,1
-1.7559,0.4509,1
-0.6840,1.6596,1
1.0685,-0.4534,1
-0.6878,-1.2141,0
-0.4409,-0.2804,0
-0.3647,0.1567,1
0.5785,0.3497,0
-0.7641,-1.4378,0
1.3645,-0.6894,1
-0.6523,-0.5212,0
-1.8431,-0.4780,0
-0.4797,0.6204,1
0.6985,0.0038,0
0.9318,0.3400,0
-0.0157,0.1609,1
-0.1907,-0.3948,0
-0.2677,-1.1280,0
0.2804,-0.9931,1
0.8416,-0.2495,1
0.0495,0.4938,0
0.6433,-1.5706,1
-0.2069,0.8802,1
-1.6981,0.3873,1
-2.2556,-1.0225,0
0.0386,-1.6567,1
-0.9855,-1.4718,0
1.6481,0.1642,0
0.5673,-0.2227,1
-0.3534,-1.6165,0
-0.2918,-0.7615,0
0.8579,1.1411,0
1.4666,0.8526,0
-0.5987,-1.1159,0
0.7667,0.3563,0
-1.7685,0.3555,1
0.8145,0.0589,0
-0.1851,-0.8076,0
-1.4465,0.8003,1
-0.3091,-0.2335,0
1.7327,0.6845,0
0.3708,0.1421,0
1.5200,1.7196,0
0.9295,0.5822,0
-2.0946,0.1237,1
-0.1301,0.0940,1
0.9430,-2.7397,1
-0.5693,0.2699,1
-0.4668,-1.4169,0
0.8690,0.2769,0
