0.8029,1.8911
1.5482,2.8049
0.8356,1.5346
1.8590,2.3264
3.0785,3.1552
2.6566,3.2053
2.0580,2.5110
2.4203,2.7695
1.2019,1.9476
2.7168,2.6107
6.0375,4.8613
2.0316,2.2614
0.4002,1.1635
2.9658,2.9301
0.9616,2.2699
2.7675,2.9740
4.3109,3.1878
3.4062,3.2677
1.3612,2.4188
3.5071,3.1988
4.4423,3.4131
4.8555,4.5590
3.6719,3.2533
4.4379,4.0084
4.9924,4.0464
4.0472,3.6857
3.7590,3.0995
2.9850,3.1082
2.8840,3.0180
3.8153,3.3532
3.8614,3.3796
4.1906,3.1903
2.8300,2.7965
4.9343,4.1980
4.1003,3.6240
2.0961,2.5341
1.7531,1.9730
2.5884,2.5856
4.1285,3.4680
3.3734,3.2222
4.3168,3.9749
2.6094,2.3656
0.9667,2.3888
1.5835,2.1659
4.1840,3.9430
3.3506,3.5268
2.6334,3.0625
2.4840,2.9062
2.7812,3.3645
2.7989,2.9979
0.8593,1.4469
4.4373,4.0603
4.2062,4.1972
3.5905,3.1240
0.4846,2.0086
0.6184,1.9264
3.8298,3.9795
3.2342,3.3481
1.8629,2.3276
2.1449,2.7769
2.6678,2.5168
2.4834,3.0745
3.8641,3.4382
3.3173,3.6789
2.1333,2.6305
3.8766,3.6325
3.8185,3.4623
3.6973,3.5705
2.3210,2.5670
2.6432,2.5049
4.7676,4.0992
2.7235,3.0195
-0.0147,1.5860
3.9842,3.8493
4.6577,3.7932
2.8856,3.4026
4.0034,3.3313
3.1966,2.9285
1.7508,2.0139
4.4496,3.6843
3.3847,3.7381
1.8323,2.3766
4.3968,4.0038
4.3977,3.3545
1.5149,2.2631
1.8404,2.4440
2.0303,2.2855
4.1824,3.8408
4.0591,3.3995
3.5534,3.3115
3.5902,2.9531
4.0412,2.9723
2.4224,2.2441
4.3406,3.7572
3.7238,3.8209
4.5456,3.9293
3.1826,2.7835
2.3818,2.6107
1.9640,2.6498
0.2082,1.8162
2.4981,2.1446
0.5293,1.5455
1.5908,0.9168
2.1944,1.7137
1.6849,1.7758
0.8331,1.5316
1.1575,1.2920
3.2290,2.4529
1.9357,2.1665
-0.7111,0.4974
3.2285,2.4867
2.4506,2.5020
3.8412,3.0388
1.7596,1.9922
2.7725,2.2952
3.8251,2.7341
2.5606,2.5273
3.2175,3.0801
0.6634,0.1695
1.3353,1.9971
2.8564,2.2563
2.2266,1.9654
2.7469,1.5166
0.3710,1.6847
3.3074,1.9340
1.5013,1.4216
1.9005,1.7759
1.0119,1.8300
3.1831,1.9103
3.7696,3.2907
3.5449,2.5739
2.7298,2.3705
4.2894,3.3503
1.3494,1.6918
2.3526,2.2443
2.1396,0.6019
-0.4425,0.8740
2.8730,2.2687
1.4314,1.6278
3.9835,4.1807
1.9049,2.4906
2.4897,3.0843
1.5190,2.0612
2.9878,3.1833
0.8782,2.0798
2.8639,2.2159
-0.5372,0.0511
